id,PostTitleWordsNumber,PostTitleCharsNumber,DiffNoWordsPostTitleAndKeywords,DiffNoCharsPostTitleAndKeywords,RatioNoWordsArticleDescriptionAndPostTitle,QuestionMarksNoPostTitle,RatioNoCharArticleParagraphPostTitle,RatioNoCharArticleDescriptionPostTitle,RatioNoCharArticleTitlePostTitle,RatioNoWordsArticleTitlePostTitle,RatioNoWordsPostImagePostTitle,DiffCharsPostTitlePostImage,RatioCharPostImagePostTitle,FormalWordsPostTitle,RatioNoCharArticleParagraphArticleDescription
856942406339637249,12,73,12,73,3.9166666666666665,0,0.8356164383561644,3.7260273972602738,0.726027397260274,0.8333333333333334,0.0,73,0.0,10,0.22426470588235295
856934629001056256,9,52,4,36,1.0,0,0.3076923076923077,1.1153846153846154,1.6923076923076923,1.4444444444444444,0.0,52,0.0,9,0.27586206896551724
856928814936588289,15,79,15,79,1.0666666666666667,0,0.7468354430379747,1.2278481012658229,0.9746835443037974,1.0,0.0,79,0.0,13,0.6082474226804123
856877249412378624,14,93,5,202,2.4285714285714284,0,0.021505376344086023,2.225806451612903,0.6129032258064516,0.5,0.0,93,0.0,15,0.00966183574879227
856780127656583168,10,76,10,76,2.3,0,0.05263157894736842,1.7894736842105263,1.013157894736842,1.0,0.039473684210526314,73,0.039473684210526314,10,0.029411764705882353
856752932930322436,12,89,8,42,0.8333333333333334,0,0.2808988764044944,0.6179775280898876,0.8876404494382022,0.8333333333333334,0.0,89,0.0,13,0.45454545454545453
856693259988611072,21,112,14,12,1.2380952380952381,0,0.24107142857142858,1.4910714285714286,0.5535714285714286,0.5238095238095238,0.0,112,0.0,21,0.16167664670658682
856692779883388928,8,71,0,41,1.875,0,0.28169014084507044,1.5352112676056338,1.0,1.0,0.0,71,0.0,5,0.1834862385321101
856681185363116032,12,76,0,83,1.0,0,0.17105263157894737,0.8026315789473685,0.9736842105263158,0.9166666666666666,0.0,76,0.0,11,0.21311475409836064
856664598837157891,10,67,8,54,2.8,0,0.11940298507462686,2.5074626865671643,0.9402985074626866,0.9,0.0,67,0.0,8,0.047619047619047616
856621316140445696,8,53,8,53,3.25,0,0.1320754716981132,3.1132075471698113,1.0,1.0,0.0,53,0.0,5,0.04242424242424243
856562464070094848,12,74,10,61,0.9166666666666666,0,0.1891891891891892,1.0135135135135136,1.1216216216216217,1.0833333333333333,0.0,74,0.0,11,0.18666666666666668
856492939534577664,11,66,7,35,1.3636363636363635,0,0.22727272727272727,1.3484848484848484,0.7727272727272727,0.8181818181818182,0.0,66,0.0,10,0.16853932584269662
856474399255523329,6,39,6,39,2.1666666666666665,0,0.1794871794871795,2.1538461538461537,0.9743589743589743,1.0,0.0,39,0.0,4,0.08333333333333333
856458143248908288,12,75,6,23,2.1666666666666665,0,0.09333333333333334,2.04,1.0,1.0,0.0,75,0.0,11,0.0457516339869281
856425250157973506,14,89,7,40,0.8571428571428571,0,0.056179775280898875,0.8426966292134831,1.0337078651685394,1.0,0.0,89,0.0,12,0.06666666666666667
856369613545787392,9,63,7,4,2.2222222222222223,0,0.20634920634920634,2.126984126984127,1.0,1.0,0.0,63,0.0,9,0.09701492537313433
856354300582297600,18,103,14,30,1.3333333333333333,0,0.23300970873786409,1.3980582524271845,0.7087378640776699,0.5555555555555556,0.0,103,0.0,17,0.16666666666666666
856311741474590720,9,63,11,221,3.111111111111111,0,0.031746031746031744,3.2222222222222223,0.9206349206349206,0.8888888888888888,0.0,63,0.0,9,0.009852216748768473
856286070639644673,13,81,6,209,0.7692307692307693,0,0.12345679012345678,0.7283950617283951,0.7407407407407407,0.7692307692307693,0.0,81,0.0,12,0.1694915254237288
856232580991025153,2,12,3,52,7.0,0,1.25,6.916666666666667,6.916666666666667,7.0,0.0,12,0.0,2,0.18072289156626506
856203521716133888,14,77,8,6,1.7142857142857142,0,0.15584415584415584,1.9090909090909092,0.8571428571428571,0.8571428571428571,0.0,77,0.0,12,0.08163265306122448
856199511240298498,14,82,14,82,0.7857142857142857,0,0.14634146341463414,0.8536585365853658,1.0,1.0,0.0,82,0.0,12,0.17142857142857143
856198484495482880,6,41,1,9,2.3333333333333335,0,0.6341463414634146,1.7073170731707317,1.6829268292682926,2.3333333333333335,0.0,41,0.0,4,0.37142857142857144
856161994419851265,12,66,10,65,4.833333333333333,0,0.6212121212121212,4.575757575757576,1.1363636363636365,1.1666666666666667,0.0,66,0.0,12,0.1357615894039735
856113333145133058,16,90,10,26,0.9375,0,0.14444444444444443,1.0,0.6666666666666666,0.6875,0.0,90,0.0,13,0.14444444444444443
856112780960833536,12,89,10,162,1.8333333333333333,0,0.02247191011235955,1.8202247191011236,0.6966292134831461,0.75,0.0,89,0.0,12,0.012345679012345678
856029378853183488,11,63,2,86,1.7272727272727273,1,0.2857142857142857,1.9365079365079365,0.7142857142857143,0.8181818181818182,0.0,63,0.0,11,0.14754098360655737
856026219007156225,19,98,8,239,2.6842105263157894,0,0.02040816326530612,3.163265306122449,0.5204081632653061,0.3684210526315789,0.0,98,0.0,19,0.0064516129032258064
855474815230107648,8,42,8,42,-1.0,0,0.8571428571428571,-1.0,1.0,1.0,0.023809523809523808,41,0.023809523809523808,8,-1.0
855965425993175040,6,40,3,18,4.666666666666667,1,0.425,3.925,1.025,1.0,0.0,40,0.0,6,0.10828025477707007
855955659719942145,8,57,8,57,1.5,0,0.7192982456140351,1.3859649122807018,0.9473684210526315,1.0,0.0,57,0.0,8,0.5189873417721519
855921918540746756,11,74,1,50,1.2727272727272727,0,0.28378378378378377,1.0810810810810811,1.0,1.0,0.0,74,0.0,12,0.2625
855917932014186496,13,70,8,33,0.38461538461538464,1,0.14285714285714285,0.4714285714285714,1.0714285714285714,1.0769230769230769,0.0,70,0.0,12,0.30303030303030304
855913360151502850,15,105,15,105,5.533333333333333,0,0.4095238095238095,5.076190476190476,0.8095238095238095,0.8666666666666667,0.0,105,0.0,11,0.08067542213883677
855851740389937152,11,66,11,66,1.6363636363636365,0,0.4393939393939394,1.4393939393939394,1.0,1.0,0.0,66,0.0,11,0.30526315789473685
855795860751437824,14,104,10,57,0.42857142857142855,0,0.14423076923076922,0.41346153846153844,0.8846153846153846,0.8571428571428571,0.0,104,0.0,14,0.3488372093023256
855787284163170305,6,28,6,28,5.833333333333333,0,2.9285714285714284,8.178571428571429,1.5,1.1666666666666667,0.0,28,0.0,6,0.35807860262008734
855743915592470529,10,75,3,24,1.0,0,0.29333333333333333,1.0,1.0133333333333334,1.0,0.0,75,0.0,10,0.29333333333333333
855731165348679680,11,66,6,4,1.5454545454545454,0,0.18181818181818182,1.5757575757575757,1.0,1.0,0.0,66,0.0,11,0.11538461538461539
855730806811185152,10,62,10,62,5.2,0,1.064516129032258,4.919354838709677,1.096774193548387,1.0,0.0,62,0.0,9,0.21639344262295082
855695165150949376,7,37,7,37,2.4285714285714284,0,0.08108108108108109,2.72972972972973,1.0,1.0,0.0,37,0.0,6,0.0297029702970297
855622164359327744,11,74,6,137,3.090909090909091,0,0.02702702702702703,2.9054054054054053,1.0,1.0,0.0,74,0.0,11,0.009302325581395349
855514832493096961,10,72,4,1,2.7,0,0.125,2.5,0.8055555555555556,0.8,0.0,72,0.0,9,0.05
855491321745686529,11,67,11,67,-1.0,0,0.14925373134328357,-1.0,1.0,1.0,0.0,67,0.0,8,-1.0
855420780628238339,8,63,0,18,3.0,0,0.15873015873015872,2.4285714285714284,1.0,1.0,0.0,63,0.0,8,0.06535947712418301
855315205877751809,13,76,13,76,1.4615384615384615,0,0.02631578947368421,1.4078947368421053,0.9210526315789473,0.8461538461538461,0.0,76,0.0,14,0.018691588785046728
855203120716038144,14,90,14,90,1.2857142857142858,0,0.14444444444444443,1.0333333333333334,0.8666666666666667,0.9285714285714286,0.0,90,0.0,11,0.13978494623655913
855247118562242560,17,91,15,68,1.9411764705882353,0,7.285714285714286,2.0,0.5384615384615384,0.47058823529411764,0.0,91,0.0,18,3.642857142857143
855224568499384321,17,90,17,90,3.0588235294117645,0,0.17777777777777778,3.2666666666666666,1.0,1.0,0.0,90,0.0,16,0.05442176870748299
855206970202214401,14,81,14,81,2.9285714285714284,0,0.5432098765432098,3.1604938271604937,0.9629629629629629,0.9285714285714286,0.0,81,0.0,12,0.171875
855194637828542466,10,80,4,26,2.7,0,0.1125,2.0375,0.9875,0.9,0.0,80,0.0,9,0.05521472392638037
855113850336813056,15,81,15,81,1.6,0,0.6790123456790124,1.876543209876543,1.0987654320987654,1.0666666666666667,0.0,81,0.0,15,0.3618421052631579
855107177224302593,6,43,6,43,1.8333333333333333,1,0.023255813953488372,1.8604651162790697,1.0,1.0,0.0,43,0.0,4,0.0125
855078900040421376,11,79,5,45,3.0,0,0.189873417721519,2.329113924050633,1.9367088607594938,2.090909090909091,0.0,79,0.0,12,0.08152173913043478
855049663271112704,14,69,11,8,1.6428571428571428,0,0.3333333333333333,1.9275362318840579,0.7101449275362319,0.7142857142857143,0.0,69,0.0,11,0.17293233082706766
855043476664311808,11,72,11,72,2.272727272727273,0,0.1527777777777778,2.4027777777777777,1.0,1.0,0.0,72,0.0,11,0.06358381502890173
855026401715642368,12,73,12,73,2.4166666666666665,0,1.4383561643835616,2.6575342465753424,0.958904109589041,1.0833333333333333,0.0,73,0.0,10,0.5412371134020618
855011727418826756,17,84,12,32,1.3529411764705883,1,0.20238095238095238,1.7738095238095237,0.8095238095238095,0.8235294117647058,0.0,84,0.0,14,0.11409395973154363
854996418079203328,12,73,5,6,1.9166666666666667,0,0.2328767123287671,1.9863013698630136,1.0,1.0,0.0,73,0.0,9,0.11724137931034483
854938376671244289,10,64,3,2,2.9,0,0.015625,3.0625,1.0,1.0,0.0,64,0.0,10,0.00510204081632653
854858895734394880,12,61,9,38,0.9166666666666666,0,0.18032786885245902,0.9508196721311475,0.9016393442622951,1.0,0.0,61,0.0,10,0.1896551724137931
854832737949171712,11,67,11,67,-1.0,0,0.6716417910447762,-1.0,1.0,1.0,0.0,67,0.0,11,-1.0
854820706730639360,17,105,15,23,0.8235294117647058,0,0.2761904761904762,0.8380952380952381,0.8761904761904762,0.9411764705882353,0.0,105,0.0,17,0.32954545454545453
854811883634700288,14,87,9,14,0.8571428571428571,0,0.1724137931034483,1.0229885057471264,1.0,1.0,0.0,87,0.0,13,0.16853932584269662
854779678363660288,15,93,7,13,0.4,0,0.26881720430107525,0.5053763440860215,0.8602150537634409,0.8,0.0,93,0.0,13,0.5319148936170213
854741101307195393,12,69,8,6,3.4166666666666665,0,0.2898550724637681,3.63768115942029,1.3623188405797102,1.1666666666666667,0.0,69,0.0,12,0.0796812749003984
854718233869299714,13,71,11,70,5.230769230769231,0,0.2535211267605634,5.338028169014085,1.1267605633802817,1.1538461538461537,0.0,71,0.0,13,0.047493403693931395
854700436556849153,11,54,11,54,2.1818181818181817,0,0.12962962962962962,2.7037037037037037,1.0,1.0,0.0,54,0.0,9,0.04794520547945205
854687462936981506,14,79,6,13,4.428571428571429,0,0.24050632911392406,4.848101265822785,1.0,1.0,0.0,79,0.0,13,0.04960835509138381
854671173371576320,15,86,8,7,1.6666666666666667,0,0.22093023255813954,1.697674418604651,0.9069767441860465,0.8,0.0,86,0.0,15,0.13013698630136986
854645774495264768,14,72,14,72,1.5,0,0.5,1.7361111111111112,0.9583333333333334,0.9285714285714286,0.0,72,0.0,15,0.288
854519000729927680,12,71,11,63,1.0833333333333333,1,0.6338028169014085,1.1267605633802817,0.7323943661971831,0.75,0.0,71,0.0,12,0.5625
854507607637336066,21,114,18,46,1.380952380952381,0,0.6052631578947368,1.4824561403508771,0.631578947368421,0.5238095238095238,0.0,114,0.0,21,0.40828402366863903
854461550744219649,20,113,14,27,1.05,0,0.336283185840708,1.0884955752212389,0.4336283185840708,0.4,0.0,113,0.0,20,0.3089430894308943
854433102659178496,14,79,12,78,5.785714285714286,0,0.6075949367088608,5.7974683544303796,1.1139240506329113,1.1428571428571428,0.0,79,0.0,13,0.10480349344978165
854404197437104129,12,74,5,48,1.1666666666666667,0,0.12162162162162163,1.027027027027027,1.0,1.0,0.0,74,0.0,13,0.11842105263157894
854355272080519172,10,57,10,57,2.5,0,0.14035087719298245,2.3859649122807016,1.0,1.0,0.0,57,0.0,10,0.058823529411764705
854351357716963329,15,85,9,16,1.0,0,0.12941176470588237,1.035294117647059,0.9647058823529412,1.0666666666666667,0.0,85,0.0,13,0.125
854313817307828224,12,60,12,60,1.25,0,0.18333333333333332,1.7333333333333334,0.9666666666666667,1.0,0.0,60,0.0,11,0.10576923076923077
854305973355372545,10,64,8,63,4.2,0,0.46875,4.109375,1.140625,1.2,0.0,64,0.0,9,0.11406844106463879
854266070710067200,13,81,10,45,0.8461538461538461,0,0.16049382716049382,0.9506172839506173,0.7407407407407407,0.7692307692307693,0.0,81,0.0,12,0.16883116883116883
854128848065052672,16,83,14,7,2.0,0,0.20481927710843373,2.2048192771084336,0.5783132530120482,0.4375,0.0,83,0.0,16,0.09289617486338798
854079792341286912,5,33,3,17,6.4,0,0.6666666666666666,6.0606060606060606,5.0,5.2,0.0,33,0.0,5,0.11
854070495762952192,14,90,14,90,2.357142857142857,0,1.1111111111111112,2.011111111111111,0.9777777777777777,1.0,0.0,90,0.0,15,0.5524861878453039
854056263059222530,6,50,6,50,4.5,0,2.1,3.04,1.76,2.6666666666666665,0.08,46,0.08,4,0.6907894736842105
854044104161996801,11,88,3,8,2.090909090909091,0,0.10227272727272728,1.6590909090909092,0.6590909090909091,0.6363636363636364,0.0,88,0.0,10,0.06164383561643835
853985175205801985,11,68,11,68,1.0,0,0.04411764705882353,0.8970588235294118,0.6470588235294118,0.7272727272727273,0.0,68,0.0,11,0.04918032786885246
853963719394635776,7,55,7,55,1.8571428571428572,0,0.43636363636363634,1.8,1.0,1.0,0.0,55,0.0,5,0.24242424242424243
853956333175017474,18,103,10,9,1.3888888888888888,0,0.13592233009708737,1.5728155339805825,0.6699029126213593,0.6111111111111112,0.0,103,0.0,15,0.08641975308641975
853946092416897025,12,66,11,27,2.75,0,0.5454545454545454,3.015151515151515,1.0,1.0,0.0,66,0.0,12,0.18090452261306533
853941112460857345,13,65,13,65,1.6153846153846154,0,0.2153846153846154,1.8153846153846154,0.6307692307692307,0.6153846153846154,0.0,65,0.0,11,0.11864406779661017
853888909222322176,16,91,8,13,0.9375,0,0.23076923076923078,1.0879120879120878,1.0,1.0,0.0,91,0.0,12,0.21212121212121213
853864355179278336,11,85,9,18,1.6363636363636365,0,0.4588235294117647,1.2941176470588236,0.8235294117647058,0.8181818181818182,0.0,85,0.0,9,0.35454545454545455
853851817024905216,7,45,7,45,7.857142857142857,0,1.0,6.8,2.6666666666666665,2.7142857142857144,0.0,45,0.0,5,0.14705882352941177
853817799126523904,15,94,15,94,2.933333333333333,0,0.13829787234042554,3.106382978723404,0.9361702127659575,0.9333333333333333,0.0,94,0.0,12,0.04452054794520548
853786542191501312,11,67,11,67,2.1818181818181817,0,0.16417910447761194,2.253731343283582,1.0149253731343284,1.0,0.0,67,0.0,11,0.0728476821192053
853759983879630848,21,115,14,66,1.4285714285714286,0,0.3739130434782609,1.5739130434782609,1.4,1.4285714285714286,0.0,115,0.0,20,0.23756906077348067
853732516821422086,13,74,7,9,2.4615384615384617,0,0.2972972972972973,2.689189189189189,0.7972972972972973,0.7692307692307693,0.0,74,0.0,14,0.11055276381909548
853728847455539201,9,63,1,55,1.3333333333333333,0,0.19047619047619047,1.2222222222222223,1.0,1.0,0.0,63,0.0,8,0.15584415584415584
853691730075537408,7,27,9,163,3.2857142857142856,0,0.9259259259259259,4.888888888888889,4.407407407407407,2.857142857142857,0.0,27,0.0,6,0.1893939393939394
853684418304716800,18,106,15,77,0.8888888888888888,0,0.10377358490566038,0.7547169811320755,0.9528301886792453,1.1111111111111112,0.0,106,0.0,17,0.1375
853643905732096000,9,51,0,50,9.222222222222221,0,0.3333333333333333,9.235294117647058,1.2941176470588236,1.3333333333333333,0.0,51,0.0,9,0.036093418259023353
853562469930991617,12,75,6,17,3.5833333333333335,0,0.18666666666666668,3.2266666666666666,1.4266666666666667,1.5833333333333333,0.0,75,0.0,10,0.05785123966942149
853533430885351424,14,67,14,67,1.7857142857142858,0,0.23880597014925373,2.1791044776119404,1.0,1.0,0.0,67,0.0,13,0.1095890410958904
853470744256413696,11,63,11,63,4.090909090909091,0,0.746031746031746,4.492063492063492,0.8412698412698413,0.6363636363636364,0.0,63,0.0,7,0.16607773851590105
853362571017162752,14,95,14,95,1.2142857142857142,0,0.3263157894736842,1.0736842105263158,1.0,1.0,0.0,95,0.0,14,0.30392156862745096
853330351908716544,13,78,9,9,1.9230769230769231,0,0.16666666666666666,1.8333333333333333,0.7564102564102564,0.6923076923076923,0.6153846153846154,30,0.6153846153846154,11,0.09090909090909091
853330098308730881,11,68,3,130,0.8181818181818182,0,1.0735294117647058,0.8382352941176471,1.0,1.0909090909090908,0.0,68,0.0,10,1.280701754385965
853278525570260992,13,91,5,14,3.230769230769231,2,1.2637362637362637,2.791208791208791,0.5054945054945055,0.38461538461538464,0.15384615384615385,77,0.15384615384615385,14,0.452755905511811
853246519377580034,12,65,6,13,5.916666666666667,0,0.23076923076923078,6.323076923076923,0.8769230769230769,0.8333333333333334,0.06153846153846154,61,0.06153846153846154,10,0.0364963503649635
853243919533973504,13,84,5,23,2.1538461538461537,0,0.14285714285714285,2.1666666666666665,0.7857142857142857,0.8461538461538461,0.0,84,0.0,13,0.06593406593406594
853219531682181120,11,78,4,4,2.090909090909091,0,0.23076923076923078,1.7820512820512822,1.0,1.0,0.0,78,0.0,8,0.12949640287769784
853197596659257345,10,67,5,11,1.3,0,0.1791044776119403,1.0,1.0,1.0,0.0,67,0.0,8,0.1791044776119403
853152925316784128,13,69,9,22,0.9230769230769231,0,0.2463768115942029,1.391304347826087,1.0,1.0,0.0,69,0.0,13,0.17708333333333334
853026721217495040,8,52,8,52,4.125,0,0.36538461538461536,4.019230769230769,1.0192307692307692,1.0,0.0,52,0.0,6,0.09090909090909091
852994518878109697,14,84,14,84,1.4285714285714286,0,0.10714285714285714,1.5119047619047619,1.0,1.0,0.0,84,0.0,15,0.07086614173228346
853103591183204354,11,53,11,53,-1.0,0,0.4339622641509434,-1.0,1.0,1.0,0.0,53,0.0,9,-1.0
852956164811661312,7,34,7,34,-1.0,0,0.6764705882352942,-1.0,1.0,1.0,0.0,34,0.0,7,-1.0
853086276546957315,8,53,0,59,1.375,0,0.07547169811320754,1.2830188679245282,0.5094339622641509,0.5,0.0,53,0.0,8,0.058823529411764705
852955775488073728,10,66,10,66,-1.0,0,0.696969696969697,-1.0,1.0,1.0,0.0,66,0.0,7,-1.0
853052637171896321,9,61,8,53,2.2222222222222223,0,0.21311475409836064,2.1639344262295084,1.0,1.0,0.0,61,0.0,8,0.09848484848484848
853008558887010304,10,47,10,47,-1.0,0,0.9787234042553191,-1.0,1.0,1.0,0.0,47,0.0,10,-1.0
853020064135729152,10,76,6,31,0.9,0,0.6052631578947368,0.631578947368421,1.0394736842105263,1.2,0.0,76,0.0,8,0.9583333333333334
853010749886693376,10,59,10,59,2.0,1,0.8135593220338984,2.288135593220339,1.5932203389830508,1.6,0.0,59,0.0,10,0.35555555555555557
853008749736472581,19,103,13,62,1.5789473684210527,0,0.27184466019417475,1.7864077669902914,2.0,1.894736842105263,0.0,103,0.0,19,0.15217391304347827
852964178717495298,12,75,7,9,1.8333333333333333,0,0.2,1.7866666666666666,1.28,1.25,0.0,75,0.0,12,0.11194029850746269
852945348217651200,11,69,11,69,-1.0,0,0.8115942028985508,-1.0,0.5942028985507246,0.8181818181818182,0.0,69,0.0,12,-1.0
852934841117155328,16,87,14,59,2.0,0,0.08045977011494253,2.1954022988505746,0.9195402298850575,0.8125,0.022988505747126436,85,0.022988505747126436,11,0.03664921465968586
852918127851712513,8,62,1,23,2.75,0,0.03225806451612903,2.2580645161290325,1.0,1.0,0.0,62,0.0,9,0.014285714285714285
852903554423455745,14,81,14,81,0.8571428571428571,1,0.3333333333333333,0.9135802469135802,0.6296296296296297,0.5,0.0,81,0.0,14,0.36486486486486486
852871599766335488,11,69,11,69,0.9090909090909091,0,0.07246376811594203,1.0434782608695652,0.9130434782608695,1.0,0.0,69,0.0,9,0.06944444444444445
